sentence,keyword
Why may it be that both Hannah and I are working on the Afghan ?,['and']
What makes it so that it is easy for the speaker to lose weight ?,"['for', 'so that']"
What is the best position for Martin .,['for']
What is the meaning of the listed items and calories ?,['and']
Why am I interested in what Palin may think or say ?,['or']
What may the reason for this post ?,['for']
What may be the reason why it was n't long before baby number two entered the world ?,['before']
what may be the reason for them being so far back ?,['for']
Why did the narrator go and watch the Mariners ?,['and']
What will happen after 3rd period ends ?,['after']
What may have happened if there is no week off or the week off request from school was not granted ?,"['if', 'or']"
Is he a jerk because that 's just who he is ?,['because']
What may have happened if the mutant gene was not found ?,['if']
What may be The reason for the post ?,['for']
Why did the parents of Adeline buy the Barbie jeep for her ?,['for']
What may happen if I did not move to the next location ?,"['if', 'next']"
What may have happened before this situation ?,['before']
Why does she still want treatment if the outlook is n't good ?,"['if', 'still']"
What may happen after the people were pressured ?,['after']
What caused the speaker to have such an effortless and productive time writing the song ?,['and']
What did the husband end up having for dinner that night ?,['for']
What may happen if scrapbooking June Cyber Crop happens this weekend ?,['if']
What may be the reason for having challenges during Scrapbooking June Cyber Crop ?,['for']
What leads the speaker to refer to the third officer as a ' real copper ' ?,['as']
How is it possible that she 's able to clean up herself after a spill ?,['after']
Why did she put her phone and camera in a plastic bag ?,['and']
What is the most possible reason for the event ?,['for']
why are they looking for another food plan ?,['for']
what will happen after they choose a food plan ?,['after']
What role does the mom serve for the application ?,['for']
What can be said about me and my ordering online ?,['and']
What would happen if I did n't eat dinner ?,['if']
wHAT MAY HAPPEN AFTER BUYING AN IPHONE ?,['after']
What am I likely to be doing within the next month ?,['next']
Why has n't Detroit been on buyer 's hotlists for some time now ?,['for']
Why has the narrator chosen a Toyota for their excursion ?,['for']
What would have changed if the kids had chosen to heckle the speaker and their friends,"['if', 'and']"
What do Derrick and the speaker have in common ?,['and']
What may happen after testing the product ?,['after']
What may happen after only 2 months of being on vacation .,['after']
What may be the reason for going so long without an arrythmia ?,['for']
What may be the reason for this meeting ?,['for']
What may be the reason for them listening to these songs ?,['for']
"Why is it important to eat a normal amount , even if the drug has removed your apetite ?",['if']
What will happen after they help fix up the house ?,['after']
What may be the reason for their jaw dropping open ?,['for']
What may happen after the speaker is done introducing their video ?,['after']
What may happen after watching gymnastics on the tv ?,['after']
What were my husband and I working on around the house ?,['and']
What may have happened if he had not installed the Odiogo plugin ?,['if']
What may happen after they receive their gift ?,['after']
What may have happened before renting a cabin ?,['before']
What may happen after she takes the test ?,['after']
What happened after I drank some ?,['after']
What may have happened after getting back to camp ?,['after']
What may happen because of his drinking fest ?,['because']
What is the narrator likely to do next amid this weather ?,['next']
What   feasible event or situation led to them having to delay continuing on for some time ?,"['or', 'for']"
"According to the text , what does the author seem to take as evidence of someone being a gentleman ?",['as']
What was the next beer bottle momentarily refilled with ?,['next']
What happened after after 5 months ?,['after']
Why might have Sansa felt foolish after saying she liked love stories ?,['after']
What might one get Joffrey instead of a book ?,['instead']
What do I feel toward the man next to me in the scenario ?,['next']
How does the scenario begin or with what ?,['or']
Why might the dog have waited for its late master ?,['for']
What may the narrator and husband have done at dinner ?,['and']
Why did Nicole get so drunk that she was skipping around the house and tackling Kent ?,['and']
what may happen before I found my writeup on scraper sites ?,['before']
What most likely happened after the DJ told the urination story ?,['after']
Why did the scientist give the girl a love robot free for a week ?,['for']
What may of happened after Lauren got her spinal tap ?,['after']
Why does only the vine get left behind after the host tree dies ?,['after']
What will the narrator do after writing the list ?,['after']
What may happen during our stop for merchandise ?,['for']
Why did I laugh and say never mind ?,['and']
How might they feel after they leave Afghanistan ?,['after']
What may be the reason for needing written consent from the landlord ?,['for']
What may happen if someone stole a library item ?,['if']
What may happen after they make the saddlebags ?,['after']
Why is the narrator having to travel early before many fellow travelers ?,['before']
How many day will there be of training and prep before the kids arrive ?,"['before', 'and']"
What is likely to happen to the narrator after being dropped off ?,['after']
what may be a plausible fact about me and my happiness ?,['and']
What happened to me just before I starting writing about Daniel and Adie ?,"['before', 'and']"
What do you think happened after the author went to see the doctor ?,['after']
"Is it possible that the author tried to self medicate , or fix the problem himself before he went to the doctor ?","['before', 'or']"
What may happen after Dean completed his mission ?,['after']
What may be the reason for their post ?,['for']
Why is the narrator trying to fit so much in at once ?,['once']
What will residents of the area wear on Wednesday and Thursday ?,['and']
It what way does the narrator finally relent ?,['finally']
What would happen if I did n't leave early ?,['if']
What might I have done after my trip in the Airbus ?,['after']
What might I be saying about the gym after last night ?,['after']
What may of happened after reaching the top ?,['after']
What could possibly happen as a result of Kate regularly eating multiple courses in one meal ?,"['as', 'as a result']"
What may be the reason for their trips to Alaska ?,['for']
Why does shake for breakfast and lunch limit calories ?,"['and', 'for']"
What will happen after I start drinking shakes for breakfast and lunch ?,"['after', 'and', 'for']"
What was super cheap entertainment for an hour ?,['for']
What 's going to take place after everyone has bowled ?,['after']
Who was the bag for ?,['for']
What my happen before next Friday ?,"['before', 'next']"
What may happen after waking up ?,['after']
What may the narrator do next in light of this change in conditions ?,['next']
Why are working class women activists rendered invisible and anonymous by history ?,['and']
What would have happened if I did n't head to the bush soon ?,['if']
What may happen after reading a certain book ?,['after']
What religious faith or lack there of does the narrator seem to have ?,['or']
What may be the reason for their trip in La Jolla ?,['for']
What may be the plausible reason for my dissatisfaction with the Biden campaign ?,['for']
What may happen after we get new room ?,['after']
Why did the narrator opt for Sushi ?,['for']
What will happen after this announcement ?,['after']
"If the driver gets to server training , will the highway driving be done for the day ?","['if', 'for']"
What may be the reason they consider 55 beats per minute to be high for them ?,['for']
What happened after I woke up ?,['after']
What may Chad and I have been doing before we ran into the ocean ?,"['before', 'and']"
What may happen after i apply moisturizer to my legs ?,['after']
What may be the reason for going through all of that trouble for duck feet ?,['for']
Why does the person come off as mentally impaired ?,['as']
What may be the reason for them thinking it 's nonsense no one recognizes her ?,['for']
How would the narrator have obtained cash if they needed it before they received the DHL shipment ?,"['before', 'if']"
What may happen to Helena and her health ?,['and']
What may happen to the teacher after this integration ?,['after']
What may I have done after i got home ?,['after']
What may happen to me after my surgery ?,['after']
What is the reason for my gall bladder being removed ?,['for']
what may be the reason for them not getting weekends off ?,['for']
What may happen to him if his father did n't die when he was 15 ?,['if']
What may happen after he purchase the house ?,['after']
What will I do after ?,['after']
What dish was most likely included in the meal my mom and I ate ?,['and']
Why are the results bad for the OP ?,['for']
What may happen after ordering the incorrect Obama button ?,['after']
What may happen if he did not walk his employee to her car ?,['if']
What happens after we arrive at the village ?,['after']
What might I do after hearing the news .,['after']
What may you be eating if you come over to my house ?,['if']
what would have happened if I had not taken the initiative to at last make an effort ?,['if']
what may be the plausible reason for keep quiet till now ?,"['till', 'for']"
What happened after they when that got out of the ocean ?,['after']
What will the narrator do next ?,['next']
What seemed to motivate the narrator and take them to another place ?,['and']
What may happen the next time they work late and need food ?,"['next', 'and']"
What may I have done after I got up off the floor ?,['after']
What may happen after we take the next step in our friendship ?,"['after', 'next']"
What may have happened after they graduated from school ?,['after']
Why did you think it was great that a woman is flying the plane while a man served the food and drinks ?,['and']
What may happen after Dean Leaves,['after']
When was the wake for the narrator 's friend ?,['for']
Why does Axel feel like he 's waiting for something ?,['for']
What may happen after going to the bank ?,['after']
What may not happen one minute before a man uses the recipe ?,['before']
Why is the narrator likely crying and downtrodden ?,['and']
What may I do after hearing Chris calling himself fatty ?,['after']
What may be the reason for wanting to go on one more trip before school started ?,"['before', 'for']"
What is the narrator likely to do after writing this ?,['after']
What may happen before the sequel is released ?,['before']
Did they smoke 18 cigarettes in one night because of the event that occurred ?,['because']
What may be the reason for the weekend being long and short ?,"['and', 'for']"
What were we doing before this ?,['before']
What happened after leaving the museum ?,['after']
What caused hiccups before going to the museum ?,['before']
What might the narrator be riding on or in ?,['or']
What may be the reason for their statement ?,['for']
What may happen after glaring at the waves ?,['after']
What may be your reason for compiling this information ?,['for']
What will Mago do once asked to play music ?,['once']
What may he have done after being asked to play ?,['after']
How would the narrator be described as they are talking to the subject ?,['as']
What is wrong with him and why are his lips twisted as he did his best to hold his lunch ?,"['as', 'and']"
What is the reason for the description of liking to travel and seeming superficial ?,"['and', 'for']"
why does he seem superficial and unmotivated ?,['and']
"What is the reason you are being told you dislike routine work , tend to jump from activity to activity and have difficulty with responsibility ?",['and']
What may be the reason glass has become scarce and the process of making glass making be lost to the world ?,['and']
What may happen if the King does n't allow outsiders to have glass after the war .,"['if', 'after']"
What type of politician would the subject vote for if there was an election ?,"['if', 'for']"
what may have happened if Ferrigno had been a fierce threat than he was ?,['if']
What may be the reason for taking the clothes they did ?,['for']
Why ca n't you sleep without seeing it over and over ?,['and']
Where is the group headed to for vacation ?,['for']
What may happen after we become friends ?,['after']
What may have happened before the event ?,['before']
What may i be doing before posting this ?,['before']
Why may be reasons for wanting to fix the house ?,['for']
What may happen after they fix up their house ?,['after']
What may be the reason for looking around ?,['for']
Why would they go off the pill for 4 months ?,['for']
What may be the reason for strangers waving at each other ?,['for']
What would be the next logical thing to do ?,['next']
What may of been the reason for Alex to run off,['for']
What may be the reason why it was so freaky for their to be so many people ?,['for']
Why is Saria closing her eyes once she hits the floor ?,['once']
What may be the reason for the my post ?,['for']
What may be the reason why they fear for their life ?,['for']
What may happen before the start of week 8 ?,['before']
Why might the person not see the others for long periods of time ?,['for']
What may happen after I get up ?,['after']
What may happen after I get to Cornell ?,['after']
Why might the other guest asked me if I had a blog he can link to ?,['if']
What may happen to the narrator after they put perfume on and in their hair ?,"['after', 'and']"
Why was this person thinking he was in training for two weeks ?,['for']
Why does this person need to be trained for ?,['for']
Why might I be looking for study materials ?,['for']
what did the narrator do after listening to the slow song ?,['after']
What may be the reason for a bum giving them a riddle ?,['for']
Where was the narrator before August ?,['before']
What may happen after trying to cheer up Mr. CC ?,['after']
What may be the reason why they are asking this after two people already answered this question ?,['after']
Why is the narrator feeling so overwhelmed and anxious ?,['and']
What was the first thing the narrator did after they reach their subway station ?,['after']
What may happen after sending a long email back ?,['after']
What may happen after stroking the dog ?,['after']
What may be the reason for being so surprised that they sold out of stuff ?,['for']
What does the narrator enjoy doing as a hobby ?,['as']
What might happen if you do not go out in mass ?,['if']
What might I do now that I have clarity to this friends with benefits situation ?,['now that']
What may he the reason for the cleanse ?,['for']
What will be done in the house after we come back to it ?,['after']
What may happen after Darrin landed in Boston ?,['after']
What may have happened after they saw the ' tornado ' ?,['after']
What happened before I noticed the flat tire ?,['before']
What do you think the author will do now that he noticed another flat tire after an oil change ?,"['after', 'now that']"
What may be the reason for them picking up a dead bug ?,['for']
What happens if I call Ben Smith ?,['if']
What may happen after waking up early ?,['after']
What will happen after christmas,['after']
"What is the narrator , their friend and the stranger bonding over ?",['and']
What may be the reason why they learned to listen for a sound ?,['for']
What happened before they did a review ?,['before']
What may happen to the potato as it cooks in the oven ?,['as']
What do these issues the girl is facing constitute as ?,['as']
What would you do after school ?,['after']
What may happen after they had made their visit ?,['after']
What might have Truck B 's driver done after this ?,['after']
What kind of designer are they most likely looking for ?,['for']
What may be the reason for not needing an air conditioner ?,['for']
What may happen if a boat passes by the dining section ?,['if']
What is the narrator on the search for ?,['for']
What may be the reason for it taking longer to get cable back ?,['for']
What may be the reason for them feeling horrible about getting a haircut ?,['for']
What may happen after the person notices who it is ?,['after']
how would the person waiting outside react if he had hurried up ?,['if']
What does the speaker mean when they refer to the book as having ' uneven accuracy ' ?,['as']
What may happen after band camp ?,['after']
What is the narrator 's take going to be after visiting the Somali village ?,['after']
What may be the reason for not replacing their laptop 's power cord ?,['for']
What may happen as we make a visit to the school ?,['as']
What may be the reason for them buying the first one they saw ?,['for']
What may happen if Esther Hicks does not speak ?,['if']
What may happen after Chad gets off of the phone ?,['after']
What may have happened before Chad 's phone started ringing ?,['before']
What may be the reason for magical writing ?,['for']
What will most plausibly happen after the conversation with the writer 's mom ?,['after']
Why is the narrator searching for something like he is ?,['for']
What may be the event that is coming very soon after this summer fun ?,['after']
What may be the reason for their antics ?,['for']
How would one describe the narrator as a family member ?,['as']
What or who does Frodo fest refer to ?,['or']
What might I believe about Evan and his psychic mom ?,['and']
Why would the narrator be so sweaty after this event ?,['after']
What does the narrator do as a hobby ?,['as']
Would I feel better about things if her and I had stayed together ?,"['if', 'and']"
What may have happened before they went to Paragon ?,['before']
Where may the narrator list as a favorite travel destination ?,['as']
Where was the narrator as she was reviewing the pictures of the quilt ?,['as']
What happened after he built shelves ?,['after']
What is the reason for the office being empty on a Saturday night ?,['for']
What may be the reason for them getting home at 2 am ?,['for']
What is in store for the narrator in the coming days ?,['for']
What will happen immediately before my other grandparents visit ?,['before']
Why is the subject reaching out to the narrator after a long period away ?,['after']
Why did I go to see a movie at an IMAX theater instead of a regular cinema ?,['instead']
Was Seattle the right setting for this event ?,['for']
How would one describe the narrator as a student ?,['as']
Where were he and I when I was saying these things ?,['and']
What must have I done before that i was worrying about the girl ?,['before']
What will happen after this intimate moment between the narrator and their partner ?,"['after', 'and']"
what may happen if I were not attracted her physically but I like her personality ?,"['but', 'if']"
What happened because of the alcohol ?,['because']
Why is Rex potentially interested in filling Justin 's position with the speaker after he leaves ?,['after']
Why is this person unwillingly to entertain even a hypothetical basement because of the risk of flood ?,['because']
What may happen before Kanye West performs on stage ?,['before']
What may have happened after they were in the way of the secret service ?,['after']
What may have happened if I did n't get the trailer back ?,['if']
What may happen after sleeping for eight hours ?,"['after', 'for']"
What may have happened after cooking the squirrel meat ?,['after']
What may happen after they asked for advice ?,"['after', 'for']"
How did the speaker feel after the show ?,['after']
What might happen after someone enters the store .,['after']
What may happen to the other person after receiving this advice ?,['after']
What could happened if the latch was n't put on ?,['if']
what may be the reason for them not being able to give blood ?,['for']
What may be a fact about them as parents ?,['as']
"What may happen after hosting a "" shin - dig "" party ?",['after']
What may happen if it was an hour earlier instead of an hour later ?,"['if', 'instead', 'later', 'earlier']"
What may be the reason for getting out of work so late ?,['for']
What happened after the accident ?,['after']
What may happen before reading the kiddie books ?,['before']
What may happen after they got a ticket ?,['after']
What would be the cause or reason for having to go on the other side of town to pick up a Fed Ex package ?,"['or', 'for']"
What is meant by looking in the mirror and not being happy ?,['and']
Who was the broadcaster for the 2008 Olympics ?,['for']
What may be the reason for them sharing this ?,['for']
Why would the narrator go and get a facial today ?,['and']
What may happen after staying busy during the week ?,['after']
What may have happened if they did n't go to the gym ?,['if']
What will Clare do after getting home ?,['after']
What might the narrator be returning to after summer ?,['after']
What may happen after returning home ?,['after']
What might I do after seeing the doctor ?,['after']
What is a likely next event ?,['next']
Why does the narrator have to wait for an upgrade ?,['for']
What probably happened before we lost the Internet ?,['before']
What might have happened before last night ?,['before']
What might I be doing for the next few days ?,"['next', 'for']"
What may be the reason it was good timing because my daughter was on a kindergarten trip ?,['because']
What might happen after the interviews ?,['after']
What may be the reason for the interview in order to get a visa ?,['for']
What may be the reason for their worrying ?,['for']
What was the reason for painting ?,['for']
What will happen after the narrator puts on the fourth coat ?,['after']
Why am I watching these speeches if I am not a native of this country ?,['if']
What might happen if OP did n't show up for work again ?,"['if', 'for']"
What might the excess charge have been for ?,['for']
What may happen after the mp3 player would not download the song ?,['after']
What happens if Lime ware begins to work in a third world country for you and your friend ?,"['if', 'and', 'for']"
What may happen after feeling nostalgic .,['after']
What may have happened before my day off ?,['before']
What is the reason for the corruption probe against her by the Republican party ?,['for']
How might I be feeling after I come back from the swim ?,['after']
What probably happened to the speaker next ?,['next']
What will the narrator do after installation of it ?,['after']
What may I do after i leave the wedding ?,['after']
How may I feel after I wake up ?,['after']
What did the narrator wait over 2 hours for ?,['for']
What may the speaker do after this conversation ?,['after']
What may be the reason for them going to see the movie even though they were n't interested in it ?,"['though', 'for']"
"Why is it "" dire "" if it is n't sunny on July 4th ?",['if']
What will happen if the rain stops in the near - term for the narrator ?,"['if', 'for']"
What will happen if it does rain on the 4th of July ?,['if']
Who was the narrator looking for in their dream ?,['for']
What may happen after the ball rolls to them ?,['after']
What might have happened if the laptop had n't been in a case at the time of the accident ?,['if']
What may be the reason for all the errands on the weekends ?,['for']
What may be the reason for their argument ?,['for']
What may happen after they leave the heat ?,['after']
What may happen after they give their recommendation ?,['after']
Why is the narrator going on for so long ?,['for']
What might have happened before they walked up the stairs ?,['before']
What did the narrator do after the lady said he was in the wrong room ?,['after']
What is the reason for the Look and leave policy ?,"['and', 'for']"
What is the reason for the 10 mile back up on the interstate ?,['for']
Why have they already began to book their next trip ?,['next']
What may happen after tomorrow ?,['after']
What may I be about to do after posting this ?,['after']
What may be the reason for the book club ?,['for']
Why do so few people remember Sethen besides the narrator ?,['besides']
What may be the reason why she ca n't take medicine for the headache ?,['for']
What may happen after I leave class ?,['after']
What may happen if we are spending all our money nowadays instead ?,"['if', 'instead']"
What will Luke so after finding out ?,['after']
Why do the suitcases still have clothes in them ?,['still']
What may I be going to school for ?,['for']
What will the Boo baby do in the next few weeks .,['next']
Why did the baby roll back and forth ?,['and']
Why was this a significant day for this person and her friends ?,"['and', 'for']"
What may be a plausible reason for this message ?,['for']
Who is big and fit ?,['and']
Who is the narrator 's conversation partner nostaligic for ?,['for']
How might I be feeling about her grabbing the wheels and going ?,['and']
Why might she be looking for a king size bed ?,['for']
What may happen after hoping ?,['after']
Did my dad stay out until 3 a.m. ?,['until']
What may happen before getting on this one ?,['before']
What may happen after having some beer and bbq ?,"['after', 'and']"
What may happen before hearing the loud noise ?,['before']
What may be the reason for falling asleep with the cricket pad on ?,['for']
Why did Eric get a bonus despite only working their for a short time ?,['for']
What may happen if he did n't have the scars ?,['if']
What happened before Chloe got arrested ?,['before']
What may be the reason why they are surprised they would fight for their kid ?,['for']
What will most likely happen after this visit with their friend ?,['after']
Why are friendships equated to silver and gold ?,['and']
Why does the person think there is a problem in eating fish as main food supply ?,['as']
What may have happened before I had to explain myself ?,['before']
How much will I get off of an order if I place an order the day after tomorrow ?,"['if', 'after']"
What kind of plans does the buyer have for this product ?,['for']
Has the person experienced a storm this bad before ?,['before']
What may be the reason for their temporary home ?,['for']
Why am I telling the kids that their dad and I like to watch TV ?,['and']
What may happen after my conversation with the girl and her parents ?,"['after', 'and']"
What may be the reason for plans suddenly changing ?,['for']
What would have happened if I had only 1 cat ?,['if']
What may have happened if he had not done a search ?,['if']
What probably happened next ?,['next']
What might be true after I wake up ?,['after']
What did Anna put on her daughter before going to Trade Days ?,['before']
What may have happened right before this discussion ?,['before']
What is next for the narrator in relation to the insurance company ?,"['next', 'for']"
What is the reason we were out of power until today and why is it just now secure enough ?,"['until', 'and']"
Why would Uncle Steve allow his family in as guests ?,['as']
Why is the narrator appearing so nervous and jittery in person ?,['and']
Why did I get shaky and fan out ?,['and']
What may happen after this year ?,['after']
What may happen before heading to the airport ?,['before']
What may happen after they finish the legal process ?,['after']
What may be the reason for getting up so late ?,['for']
What may happen after their actions ?,['after']
What might happen after our seperation ?,['after']
What will happen after this day and the area Duncan is in ?,"['after', 'and']"
What may happen before the two searchers visit the hospitals ?,['before']
What may be the reason for them being at the airport ?,['for']
What am I kicking myself for right now ?,['for']
What may happen after I talk to my land lady ?,['after']
What may be the reason for eating spaghetti - o 's so much ?,['for']
How might the employees act after the lunch ?,['after']
Why might the new boss have paid for the department lunch ?,['for']
What may happen after trying to gain access to my eppicard account ?,['after']
What would happen if you did n't add the black long - sleeve ?,['if']
What may be the reason for not wanting to give the kitty up ?,['for']
What may be the reason for not writing more ?,['for']
What may be the reason for getting off of the bike to cross the roadway .,['for']
What may of happened after the picture was taken?ken ?,['after']
Where will the narrator be in the Fall of next year ?,['next']
What may happen because of this ?,['because']
What will happen with the narrator and fishing in the future ?,['and']
What may happen after finding out its a Tae Kwan Do class ?,['after']
What were Nick and I doing ?,['and']
What would have happened if I had stayed there ?,['if']
what may happen if art is removed from the avatar media art ?,['if']
"In the passage , the narrator can be described as feeling what ?",['as']
What nay be tge reason for this post ?,['for']
What will the narrator do before their brother arrives ?,['before']
What may happen if it was not a close neighborhood ?,['if']
Why have the mosquitoes finally begun to lesson ?,['finally']
What may be the reason for mentioning that they did n't have nightmares ?,['for']
"LLya wanted to sleep , but what did i want to do ?",['but']
What may be the reason for the taxi running the stop sign ?,['for']
What may happen after the shower ?,['after']
What might have we done in the banquet room even though we did n't have enough people ?,['though']
What did Zach do before reserving the room ?,['before']
What may happen after we play poker ?,['after']
What may happen before he asks me not to tell on him to the cops ?,['before']
What is the narrator likely going to buy next ?,['next']
What will the narrator do next after they get the domain back ?,"['after', 'next']"
What may be the reason for their loyalty to their church ?,['for']
What did the lady say after the narrator flicked her off ?,['after']
What may happen after the strip off the sheet rock ?,['after']
What may happen next in the story ?,['next']
What may happen after they take J 's advice ?,['after']
What may happen if I take the same route instead ?,"['if', 'instead']"
How will I feel after this ?,['after']
Why did my mother come in and says something like that to me ?,['and']
What did they do before they got on the ferry ?,['before']
What may be the reason for them being so worried about their house ?,['for']
What was the cause for them having such a great time ?,['for']
What may be the reason for giving advice about a photo ?,['for']
What might have happened next ?,['next']
What may be the reason for communities being wiped out ?,['for']
What may be the reason for eating such odd food ?,['for']
Where did Jeffrey and I go together ?,['and']
Why did she eat the cow tongue and stomach,['and']
What would you need to be doing for this information to matter to you ?,['for']
"Taking the text into account , what is this vehicle best used for ?",['for']
What may happen after not working out one time ?,['after']
What is the narrator likely to do after this development ?,['after']
What may have happened if I did n't leave him behind ?,['if']
What may happen before I pick him up ?,['before']
"Why , despite the hurricane being over , is the school unable to open for a week to ten days ?",['for']
What is next for the narrator and their boyfriend ?,"['next', 'and', 'for']"
What may be the reason for the sleep over ?,['for']
What may be the reason for them explaining their preorder experience ?,['for']
Why did I not write for a long time ?,['for']
What might I do in the future as my life is like shit ?,['as']
What is the narrator likely to do next to get out of this ?,['next']
Why was I making up songs to sing instead of singing songs I knew ?,['instead']
What may be the reason for learned bias ?,['for']
How did I feel after the talk with my aunt ?,['after']
What may have happened before wandering off ?,['before']
Why does the narrator feel so pretty and beautiful ?,['and']
How did I feel after the photo shoot ?,['after']
What might happen if they did not go shopping after dinner ?,"['if', 'after']"
What may happen once the boy arrives ?,['once']
How can the narrator be described as a traveler ?,['as']
Do you think the travel partner is overwhelmed due to her presentation and totally forgot about the hotel ?,['and']
Why might I be wishing for the woman to be verbally bitchslapped ?,['for']
what was the event for ?,['for']
What may happen after having a lemonade stand ?,['after']
What might have happened to him before his reaction ?,['before']
What may happen after the woman signal to change lane ?,['after']
What may be the reason for the woman to get into my lane where my truck is traveling ?,['for']
What happens when you aim for a target ?,['for']
What may be the reason for me to do this today ?,['for']
Where may I have previously worked before ?,['before']
What may happen the next time my cousin wants to buy jewelry ?,['next']
Why did Vash need to shake his boot and remove sand from this feet ?,['and']
What may be the reason I skipped lunch and dinner at work ?,['and']
What happens if the boy does n't melt down ?,['if']
What might happen if they decide to move to another part of the country ?,['if']
Where does the narrator look for fashion tips that we know of ?,['for']
How will you feel after the shift ?,['after']
What is the faith or lack there of of the narrator ?,['or']
What would I do if he comes back ?,['if']
What will happen if you participate in the casino game ?,['if']
Why was it tough for the crew to play Monopoly ?,['for']
Where has the narrator gone and visited ?,['and']
What was the reason for my anxiety ?,['for']
What can be said about the relationship between me and Sayde before talking ?,"['before', 'and']"
"Is this a normal side effect of the medication , and should I continue applying it ?",['and']
What might I do if she does call to apologize ?,['if']
What may be the reason for them eating too much pizza ?,['for']
What may have happened if their fourth sibling was n't born ?,['if']
What does the narrator blame for their lack of success ?,['for']
What will he do next ?,['next']
What may be the reason why they say God has basic rules for humanity ?,['for']
What was I doing before I smoked ?,['before']
What may happen if he goes ?,['if']
What happens if work is no longer done on the weekends ?,['if']
What may happen after their skin clears ?,['after']
Why is the narrator choosing to volunteer for more things ?,['for']
Why was there so much emphasis on paternity and lineage ?,['and']
Why ca n't it pass inspection if the switch does n't work ?,['if']
What will I do after getting back from the DMV ?,['after']
What will the narrator choose to next with the car ?,['next']
What may I have tried to do before I moved the steering wheel ?,['before']
What must have I tried to do before this ?,['before']
Why is the narrator appearing so agitated but also sarcastic at the same time ?,['but']
Who is the narrator likely to call next after this event ?,"['after', 'next']"
What might have happened if I went out on the water ?,['if']
What kind if movie am I likely watching ?,['if']
What may happen after riding the pallet jack like a skateboard ?,['after']
What may happen as the kid drops F bombs on people ?,['as']
What is causing the most stress for the narrator ?,['for']
What may we as a family be currently doing ?,['as']
How might this person feel after their boss 's attitude ?,['after']
What may happen after 12:31 ?,['after']
Why is Fakir freaking out and is excited ?,['and']
Why did the speaker hope that the one of the men would eventually take his wife away for good ?,['for']
What may be the reason for them not doing PI work anymore ?,['for']
What was the crisis for the narrator .,['for']
"Why does the narrator think "" guys that drive those trucks must either be deaf or murderers "" ?","['or', 'either or']"
What may happen if I lift something ?,['if']
Why do I seem to believe Flash is not for extreme process intensity ?,['for']
What is the narrator going to be doing later this evening ?,['later']
What was Father Dennis 's fate after he contracted the disease ?,['after']
Whay may happen after the pens disappear ?,['after']
Why was the narrator happy for India ?,['for']
If the bailout passes then what do you intend to do about it ?,['if']
What does the author mean by her BFF is now at her servce now that her dental exams are over ?,['now that']
What are they going to do next ?,['next']
What may happen after momma tells me that we should love one another ?,['after']
What may have happened to cause everything still be mashed up ?,['still']
"What might be the relationship between me , Noah and Lily ?",['and']
What would happen after seeing all those people,['after']
What may happen after i set up my home theatre ?,['after']
If the narrator were buying their phone today what would be the first accessory they would purchase ?,['if']
What may be the reason for going to someone 's party when you 're not sure how exactly you 're related ?,['for']
What may happen after ripping the stitches off of the side of the pants ?,['after']
What may happen if I drive with my car in it 's current condition .,['if']
What might happen if I do n't lose weight by September 10th ?,['if']
What may happen after I found the NB 645 ?,['after']
What may happen after we moved out of California ?,['after']
What may happen before we stayed in Arizona ?,['before']
Why would Cindy avoid alcohol and bars ?,['and']
What is the narrator going to do next after the big party ?,"['after', 'next']"
Will you give him more money if you see him later ?,"['if', 'later']"
What may happen after filling the pot full of tomatoes ?,['after']
What may have happened before they took out the table ?,['before']
What may have happened after they found the note ?,['after']
Why did the speaker 's friend suggest playing with dogs as a way to reduce stress ?,['as']
How does the narrator shop and buy things ?,['and']
What may happen if they do nt find a job ?,['if']
What may happen to the narrator now that he assumes the one job went south ?,['now that']
What may happen after another week of looking for a job ?,"['after', 'for']"
Why would the HR director be chatting for such a long period with the narrator ?,['for']
How may the narrator feel to this more advanced swimmer and diver ?,['and']
What may have happened after being told the salary ?,['after']
What would she do if offered a job ?,['if']
What may be the reason why they need a feed bag for a race ?,['for']
What is this speaker referring to when they mention land law and papers ?,['and']
What may happen if you did nt envy her ?,['if']
What may happen if you do nt write ?,['if']
What have I been doing before writing,['before']
Why would I envy someone for smiling with no apparent reason ?,['for']
What may be the reason for their car getting towed ?,['for']
Why was the narrator served her drinks in jars instead of glasses ?,['instead']
Why does n't the speaker care if the cats make a mess of the back room ?,['if']
What might have happened before this week .,['before']
What would the narrator do in relation to their friends after this ?,['after']
What may have happened before their current situation ?,['before']
What might have happened to the guitar after I bought it ?,['after']
Where did the narrator and their friends go after they finished eating their pizza and fries ?,"['after', 'and']"
What may be the reason for them not feeling prepared ?,['for']
What may happen after the dinner date ?,['after']
What may be a fact about the bass and guitar players ?,['and']
What may be the reason for their lack of hours ?,['for']
What may happen after my husband got home to a dark home ?,['after']
What may be the reason for the other person 's actions in the library ?,['for']
What will the narrator do after this experience ?,['after']
Who were the main targets for acts of torture during the Holocaust ?,['for']
What may happen after lowing the car ?,['after']
what is the reason morning swoops down and snatches her ?,['and']
"what is warm and damp , exactly ?",['and']
What may be the reason for their struggle to find a restaurant ?,['for']
What may be the reason for them having to stop so frequently ?,['for']
"If I had not been eating out every night , what would have happened ?",['if']
What may happen after this ?,['after']
What may be the reason for postponing surgery ?,['for']
What may happen after I talked to the girl ?,['after']
What will the OP want to do next ?,['next']
Why did I have to wait for hours to fix my tires ?,['for']
