sentence,keyword
"Student: I understand that communication by itself is not language, but how do you know that the highly evolved communication systems of songbirds, dolphins, honeybees, and apes, for example, are not languages? The student has interpreted the professor's remarks to mean that","['but', 'and', 'for']"
"Which one of the following, if true, most strongly supports the argument above?",['if']
"Each of the following, if true, strengthens the lawyer's argument EXCEPT:","['if', 'if then']"
Which one of the following is the overall conclusion of the archaeologist's argument?,['overall']
Interior decorator: All coffeehouses and restaurants are public places. Most well-designed public places feature artwork.,['and']
"Which one of the following, if true, most seriously weakens Perry's argument?",['if']
"In assessing the support provided by the evidence cited above for the statement that the plastics industry continued to grow, in addition to the information above it would be most useful to know","['for', 'in addition']"
"Each of the following, if true, helps to explain the relatively low rate of plastic recycling EXCEPT:",['if']
"Which one of the following, if true, most helps to explain the difference in average ranking between the two groups' stories?",['if']
"Which one of the following principles, if established, would most help to justify Mary's position?",['if']
"Which of he following, if true, most seriously weakens the economist s argument?",['if']
"Which of the following, if true, most helps to support the scientists' reasoning?",['if']
"Which one of the following, if true, most strongly indicates that current enforcement of automobileemission standards might be ineffective in controlling overall pollutant levels?","['if', 'overall']"
The president's argument for rejecting the quality control manager's suggestion is most vulnerable to criticism on which one of the following grounds?,['for']
"Which of the following, if true, would most undermine the workers' conclusion?",['if']
"Which of the following, if true, most strongly supports the pretzel vendor's argument?",['if']
"Which one of the following, if true, most helps to reconcile the belief of most economists with the consequences observed by most wine merchants?",['if']
Why should my youth alone prevent me from writing well about the music of a period as recent as the 1960s? Which one of the following most accurately represents what is at issue between Jorge and Ruth?,"['as', 'and']"
"Each of the following, if true, weakens the argument against the predominant theory about northern cave paintings EXCEPT:",['if']
Antonio and Marla disagree over,['and']
"On the basis of their statements, Logan and Mendez are committed to disagreeing over whether",['and']
The educator's conclusion follows logically if which one of the following is assumed?,['if']
"Which one of the following is most strongly supported by the statements above, if they are true?",['if']
"Each of the following, if true, supports the criminologist's claim EXCEPT:",['if']
The conclusion above logically follows from the premises if which one of the following is assumed?,['if']
"Which of the following, if true, most seriously weakens the claim that the prediction of a teacher shortage as early as next academic year is unfounded?","['if', 'as', 'next']"
The engineer's argument can most reasonably be interpreted as invoking which one of the following principles?,['as']
The reasoning in the employee's argument is flawed because the argument,['because']
The dialogue provides the most support for the claim that Albert and Yvonne disagree over whether,"['and', 'for']"
"Which one of the following, if true, most helps to explain the unusual health condition of the residents of Limone?",['if']
Which of the following provides the best explanation for the increase in commuting time from Holdsville to River Valley?,['for']
"Which of the following principles, if valid, best justifies Olga's position?",['if']
"Which of the following, if true, most helps to explain why not all office buildings designed to prevent outside air from entering have air that contains elevated levels of toxic substances?",['if']
"The environmentalist's statements, if true, most strongly support which one of the following?",['if']
"Which one of the following, if true, would most strengthen the essayist's argument?","['if', 'if then']"
The occultist's argument is most vulnerable to criticism on the grounds that it takes for granted that,['for']
"Which of the following, if discovered to be true, most seriously undermines the hypothesis?",['if']
"If all of Reza's statements are true, then which one of the following must also be true?",['if']
The conclusion above would be most undermined if it were true that,['if']
"Which one of the following, if true, most strongly supports the statement above?",['if']
"Which one of the following, if true, most supports the columnist's argument?",['if']
Chiu's conclusion follows logically if which one of the following is assumed?,['if']
"Which of the following would, if true, most strongly support the prediction that the plan would achieve its goal?",['if']
"Which one of the following, if true, could contribute most to a refutation of the argument?",['if']
"If salaries have kept pace with rising prices during the past year, which one of the following must be true?",['if']
The statement that Bloodhounds have been trained to not attack rabbits or squirrels plays which of the following roles in Melanie's argument?,['or']
"Which one of the following, if assumed, enables the psychologist's conclusion to be properly drawn?",['if']
"Each of the following, if true, provides support to the argument EXCEPT:",['if']
"If the facts stated in the passage above are true, a proper test of a country's ability to be competitive is its ability to",['if']
"Which of the following, if true, most seriously challenges the mayor's argument?",['if']
"Which of the following, if true, provides the strongest justification for the farmers' reluctance?","['if', 'for']"
"Which one of the following, if true, most helps to resolve the apparent discrepancy described by the statements above?",['if']
"Which one of the following, if true, contributes most to an explanation of why bridges fracture elsewhere than at high-stress points?",['if']
"Which one of the following would, if true, most weaken the psychologist's argument?",['if']
"Which of the following, if true, most strongly supports the prediction that the finance minister's plan will not result in a significant increase in Argonia's exports next year?","['if', 'next']"
"Which one of the following, if true, most helps to explain how both reports could be accurate?",['if']
Peter and Yoko disagree over whether today's children's stories,['and']
"Which one of the following principles, if valid, most helps to justify the conservationist's reasoning?",['if']
"Which of the following would, if found in the excavation, most likely help reveal the pattern of the official's administrative service?",['if']
"Which one of the following principles, if established, provides the strongest justification for the department chair's refusal, on the ground she gives, to sign the protest letter?","['if', 'for']"
The conclusion drawn in the argument above follows logically if which one of the following is assumed?,['if']
"Which one of the following, if true, most strengthens the essayist's argument?","['if', 'if then']"
Which one of the following is a point at issue between Dr. Lopez and Dr. Tseung?,['and']
"Which one of the following, if true, most strengthens the argument above?","['if', 'if then']"
"Which one of the following, if true, most helps to explain the biologists' findings?",['if']
"Which of the following, if true, most seriously undermines the researchers' reasoning?",['if']
"Which of the following, if true, suggests that Mayor Bloomfield's plan will be successful?",['if']
"Which of the following, if true, provides the strongest justification for the experts' prediction?","['if', 'for']"
"Which of the following, if true, undermines the argument above?",['if']
The conclusion of the argument is most strongly supported if which one of the following completes the passage?,['if']
"If the statements above are true, which one of the following can be properly inferred?",['if']
"Which one of the following principles, if valid, most helps to justify the political theorist's argument?",['if']
"The principle that Michiko invokes, if established, would justify which one of the following judgments?",['if']
"Which one of the following most accurately describes the role played in the critic's argument by the claim that when we evaluate a work principally for its themes and ideas, we cut ourselves off from the work's emotional impact?","['and', 'for']"
"Which one of the following, if true, lends the most support to the psychologist's conclusion?",['if']
"If the statements above are true, which of the following conclusions is most strongly supported by them?",['if']
For which one of the following reasons can the test described above never provide conclusive proof of the authorship of any poem?,['for']
"If the statements above are true, which of the following must also be true?",['if']
"Which of the following, if true, would provide the mayor with the strongest counter to the birdwatcher's objection?",['if']
The reasoning above is most susceptible to criticism because the author,['because']
"Which one of the following principles, if accepted, would provide the most justification for the conclusion?","['if', 'for']"
"Which one of the following principles, if valid, would most help to justify Mike's reasoning?",['if']
"Each of the following, if true, would call into question the friend's conclusion EXCEPT:",['if']
The reference to the complaint of several centuries ago that powerful memory and extemporaneous eloquence were being destroyed plays which one of the following roles in the argument?,['and']
"If the information above is accurate, a liver cell in which more than 60 divisions took place in a tissue culture CANNOT be which one of the following?",['if']
"Which one of the following, if true, most strengthens the anthropologist's argument?","['if', 'if then']"
"Each of the following, if true, provides support for the clothing manufacturers' expectations EXCEPT:","['if', 'for']"
"Each of the following, if true, helps to explain the findings of the study cited by the sociologist EXCEPT:",['if']
The dialogue provides the most support for the claim that Carrillo and Olson disagree over whether,"['and', 'for']"
Megan and Channen disagree over whether,['and']
Which one of the following statements is most strongly supported by the exchange between David and Lin?,['and']
"Which of the following, if true, would most weaken the argument above?",['if']
The argument is most vulnerable to criticism because it,['because']
The censorship advocate's rebuttal is flawed because it,['because']
"The information above best supports which of the following hypotheses about people with the disorder described, if they have no other serious visual problems?",['if']
Which of the following must be true if the manufacturer's prediction is to prove accurate?,['if']
"Which one of the following, if true, is the logically strongest counter that Albert can make to Erin's argument?",['if']
"Which one of the following, if true, most helps to explain the researchers' finding?",['if']
"Which one of the following, if true, most helps to explain Professor Popkin's instructions to her travel agent regarding the grouping of her flights into round-trips?",['if']
"Which one of the following, if true, most substantially weakens the argument?",['if']
"Which one of the following, if assumed, would most help to justify treating the human feeding of wild birds as an exception to the principle above?","['if', 'as']"
"Each of the following, if true, helps to explain the statistical relationship described above EXCEPT:",['if']
"Which of the following, if true, would most strongly support the position above?",['if']
"Which one of the following, if true, most supports the environmentalists' proposal?",['if']
"On the basis of their statements, Hendry and Menkin are committed to disagreeing over whether",['and']
"Which of the following, if true, would help resolve the apparent paradox presented above?",['if']
"If the information presented is true, which of the following can most reliably be concluded on the basis of it?",['if']
"Which of the following, if true, most seriously undermines this reasoning?",['if']
"Which of the following most logically completes the argument? In a typical year, Innovair's airplanes are involved in 35 collisions while parked or being towed in airports, with a resulting yearly cost of $1, 000, 000 for repairs.","['or', 'for']"
"Which of the following, if true, is most damaging to the position of the cable-television spokesperson?",['if']
The claim that the penalties for drunk driving are far more severe when the drunk driver accidentally injures people than when no one is injured plays which one of the following roles in the ethicist's argument?,['for']
"Which one of the following, if true, resolves the apparent discrepancy noted above?",['if']
"If the information above is true, which one of the following must also be true?",['if']
"Which one of the following, if true, most helps explain how newborn dunnarts manage to survive despite their thin skins?",['if']
"Which one of the following would, if true, most weaken the researchers'conclusion?",['if']
The philosopher's conclusion follows logically if which one of the following is assumed?,['if']
"Which one of the following, if true, would most strengthen the zoologist's argument?","['if', 'if then']"
"If the professor's statements are true, which one of the following must also be true?",['if']
Which one of the following most accurately states the overall conclusion drawn in the economist's argument?,['overall']
The conclusion of the astrophysicist's argument is most strongly supported if which one of the following is assumed?,['if']
"The designer's statements, if true, most strongly support which one of the following?",['if']
"Each of the following, if true, could by itself constitute an explanation of the outcome of the photography contest EXCEPT:",['if']
The advertising claim is misleading in its selection of information on which to focus if which one of the following is true?,['if']
The considerations above can best serve as part of an argument that,['as']
"The statements above, if true, serve LEAST well as evidence for which one of the following?","['if', 'as', 'for']"
"Which one of the following, if true, does most to resolve the apparent discrepancy in the information above?",['if']
"Which one of the following, if true, most helps to resolve the apparent conflict between Shelton's and Russo's statements?","['if', 'and']"
The reasoning in the philosopher's argument is flawed because the argument,['because']
"Which one of the following, if true, would count as evidence against the scientist's explanation of Earth's warming?","['if', 'as']"
"Which one of the following principles, if established, would justify the judgments about George's and Carla's actions?","['if', 'and']"
"Which one of the following, if true about the newspaper in 1992, most seriously undermines the justification offered by the executive?",['if']
The main conclusion of the literary critic's argument can be properly inferred if which one of the following is assumed?,['if']
"Which of the following, if true, would most seriously weaken the conclusion about how to prevent future currency declines?",['if']
"Which one of the following, if true, most seriously undermines the company spokesperson's argument?",['if']
The editors' dialogue provides the most support for the claim that they disagree with each other about whether,['for']
"Which of the following, if true, best helps to account for the inconsistency noted above?","['if', 'for']"
"Which of the following, if true, most logically completes the passage?",['if']
"Which of the following would, if true, most logically help explain why the watersupply companies are asking the authorities to regulate residential water use?",['if']
The editorial's conclusion follows logically if which one of the following is assumed?,['if']
"The statements above, if true, most strongly support which one of the following conclusions about the last ice age and its aftermath in North America?","['if', 'and']"
"Each of the following, if true, helps to explain the result of the study cited above EXCEPT:",['if']
"If the information above is true, and if the researchers' investigation was properly conducted, then which of the following must also be true?","['if', 'and', 'if then']"
Which one of the following contains the same logical flaw as that in the passage above?,['as']
"Which of the following, if true, most seriously calls into question the explanation given for the thrush's diet during migration?","['if', 'for']"
"Which one of the following statements, if true, best supports the sociologist's argument?",['if']
"Which one of the following, if true, most seriously weakens the company president's argument?",['if']
The reason given for the structure of the Security Council assumes that,['for']
"Which one of the following principles, if established, does most to justify the position advanced by the passage?",['if']
Which of the following is required for the revamped collection program to achieve its aim?,['for']
"Which one of the following, if true, would most help to resolve the dispute described above in favor of one party to it?",['if']
"Which of the following, if true, could best be used by the environmentalist to counter the business spokesperson's argument?",['if']
"In deciding whether the feed would be useful in raising salmonella-free chicken for retail sale, it would be most helpful to determine which of the following?",['for']
"Which one of the following, if true, most strengthens Fisch's argument?","['if', 'if then']"
"Which of the following statements, if true, provides additional support for the argument?","['if', 'for']"
The conclusion of the psychiatrist's argument is most strongly supported if which one of the following completes the argument?,['if']
"Which one of the following generalizations, if applicable to Sarah's company, most helps to justify her reasoning?",['if']
"Which of the following, if true, would provide a basis for explaining the fact that Sammy's aunt and Pats brother had contrasting experiences with the same diet?","['if', 'and', 'for']"
"Which one of the following, if true, most seriously weakens the dealer's arguments?",['if']
"Which of the following statements, if true, would most weaken the argument presented above?",['if']
"In light of the further information, which of the following, if true, does most to explain the result that followed implementation of the plan?","['if', 'further']"
Which of the following must be assumed in order for the conclusion of the argument above to be properly drawn?,['for']
"The environmentalist's statements, if true, most strongly support which one of the following inferences?",['if']
The information above provides the LEAST support for which one of the following?,['for']
"Which of the following, if true, most strongly suggests that stricter sanctions against hunting would not have the desired effect?",['if']
"Which one of the following, if true, would most weaken the archaeologist's argument?",['if']
"Which of the following, if true, most logically completes the argument below?",['if']
"Which of the following, if true, argues most strongly against concluding, on the basis of the information above, that the oceanographers' hypothesis is false?",['if']
"Which of the following, if true, casts the most doubt on whether the measure enacted by the council will achieve its goal?",['if']
"Which one of the following, if true, most helps to explain why raisins contain more iron per calorie than do grapes?",['if']
"Which one of the following, if assumed, would allow the conclusion to be properly drawn?",['if']
"Which one of the following principles, if valid, most strongly supports the reasoning in the argument?",['if']
"Which one of the following, if true, most helps to resolve the paradox?",['if']
"Which one of the following, if true, most seriously undermines the argument's stated conclusion?",['if']
Council members P and Q disagree over whether,['and']
"Which of the following, if true, most fundamentally calls into question the aviation analyst's argument?",['if']
The main conclusion above follows logically if which one of the following is assumed?,['if']
"Which one of the following, if true, most helps to support the film director's explanation?",['if']
"Which of the following statements, if true, most seriously weakens the argument above?",['if']
"Which one of the following, if true, most helps to explain the discrepancy described above?",['if']
"Which one of the following, if true, would most help to justify the physician's argumentation?",['if']
William's argument against Anna's claims about rainbows is most vulnerable to criticism because it,['because']
"Which one of the following principles, if valid, most helps to justify the judgment that dismissing the complaint would be unfair?",['if']
"Why should what has worked in the past be changed now? Which one of the following, if true, is the most effective counter Pamela might make to Quincy's argument?",['if']
"If the statements in the passage are true, which one of the following must also be true about Kay's course of action in any election to select one candidate for a position?","['if', 'for']"
"Which of the following, if true, would it be most important to take into account in evaluating the result?",['if']
"Which of the following, if true, provides the strongest grounds for a prediction that municipalities will buy QuickFreeze's purification system despite the need to maintain a conventional purification system as well?","['if', 'as', 'for']"
The dialogue provides the most support for the claim that Gwin and Chambal disagree over which of the following?,"['and', 'for']"
"Which one of the following, if true, most seriously weakens the advertisement's argument?",['if']
The view that children should never be reprimanded functions in the psychologist's argument as a statement of a position that the psychologist's argument,['as']
The claim that a choice of diet can affect whether or not one has a heart attack plays which one of the following roles in the argument?,['or']
"If the statements above are true, which one of the following must be true?",['if']
"Which of the following, if true, most helps to resolve the apparent discrepancy above?",['if']
Which one of the following is a point at issue between Muriel and John?,['and']
"If all of the statements above are true, then which one of the following CANNOT be true?",['if']
Laurel's and Miriam's statements provide the most support for the claim that they disagree about whether,"['and', 'for']"
"Each of the following, if true, could help to resolve the apparent discrepancy described above EXCEPT:",['if']
"Which one of the following principles, if valid, would most help to justify the political scientist's reasoning?",['if']
"Which one of the following, if true, most strengthens the economist's argument?","['if', 'if then']"
"The statements above, if true, provide the most support for which one of the following claims?","['if', 'for']"
"Which one of the following, if true, is the strongest logical counter parent P can make to parent Q's objection?",['if']
"Which one of the following, if true, helps explain the information presented above?",['if']
"Which one of the following, if true, most helps to resolve the apparent discrepancy between the two reports?",['if']
"Which of the following, if true, best supports the claim above?",['if']
"Which of the following, if true, most clearly points to a flaw in the manufacturer's plan to repeat the successful performance of the summer quarter?",['if']
"Which one of the following, if assumed, enables the essayist's conclusion to be properly drawn?",['if']
"Which of the following, if true, most helps to explain the urban planning consultants' position?",['if']
"Each of the following, if true, strengthens the scientist's argument EXCEPT:","['if', 'if then']"
"The statements above, if true, most strongly support which one of the following views?",['if']
"Which one of the following, if assumed, enables the conclusion of the city councilperson's argument to be properly inferred?",['if']
"Which one of the following, if true, most undermines the conclusion above?",['if']
Which one of the following most accurately states the conclusion of the argument as a whole?,['as']
"Which one of the following, if true, most helps to explain why some people are willing to invest in new technologies that promise to extend life and decrease pain?","['if', 'and']"
"Which of the following, if true, most helps to explain the proliferation of steam-powered factories during the earliest period of industrialization in Britain?",['if']
The statements above provide the most support for which one of the following inferences?,['for']
Which of the following would it be most useful for Centennial Commercial to know in evaluating the plan it is considering?,['for']
"If the statements above are true, which one of the following CANNOT be true?",['if']
Michele and Alvaro disagree with each other about which one of the following?,['and']
The statements above provide the most support for which one of the following?,['for']
"If the scientist's claims are true, which one of the following must also be true?",['if']
"Which of the following, if true, provides the most support for the argument above?","['if', 'for']"
Which one of the following is an assumption necessary for the critic's conclusion to be properly drawn?,['for']
Which one of the following is an assumption upon which the author's conclusion concerning helmets for horseback riders depends?,['for']
"Which of the following, if true, tends to confirm the conclusion above?",['if']
"Which of the following, if true, most weakens the editorial's argument?",['if']
"Which one of the following, if true of Centerburgh, most justifies the above application of the principle?",['if']
"Each of the following, if true, provides additional support for the researchers' hypothesis EXCEPT:","['if', 'for']"
The candy manufacturer's response is flawed as a refutation of the consumer health advocate's argument because it,"['because', 'as']"
The dialogue provides the most support for the claim that Annette and Sefu disagree over whether,"['and', 'for']"
"As a reply to Dr. Kim's argument, Dr. Anders' response is inadequate because it","['because', 'as']"
"Which one of the following, if true, provides the strongest support for the market researchers' claim?","['if', 'for']"
"Which one of the following, if true, most helps to explain the decrease in travel times described above?",['if']
"If the statements above are true, they provide the most support for which one of the following?","['if', 'for']"
"Which one of the following principles, if valid, most helps to justify the reasoning in the advice columnist's argument?",['if']
The conclusion of the commentator's argument follows logically if which one of the following is assumed?,['if']
The reasoning in the advocate's argument is flawed because the argument,['because']
"Which one of the following, if assumed, most helps to justify the reasoning in the archaeologist's argument?",['if']
"Which one of the following, if true, most strongly supports the prediction made by the market analysts?",['if']
"Which one of the following, if true, most helps to resolve the apparent conflict in the information above?",['if']
"If the statements above are true, it would be necessary to establish which one of the following to conclude that Gardener's book is flawed?",['if']
"Which one of the following, if true, contributes most to an explanation of the archaeologists' success in using annual rings to establish the relative ages of the tombs at the Pazyryk site?",['if']
Elaine's and Frederick's statements provide the most support for the claim that they would disagree about whether,"['and', 'for']"
"Which of the following, if true, would most strengthen the conclusion drawn by the researchers?","['if', 'if then']"
"Which one of the following, if true, provides the most support for the argument in the passage?","['if', 'for']"
"Which one of the following, if true, would account for the statistic above without supporting the author's conclusion?","['if', 'for']"
"Which of the following, if true, provides the strongest evidence that the two developments were causally related?",['if']
The conclusion of the university president's argument can be properly drawn if which one of the following is assumed?,['if']
"Which one of the following statements, if assumed, enables the conclusion above to be properly drawn?",['if']
"Which of the following, if true, cast the most doubt on the conclusion above?",['if']
"Which one of the following, if true, most undermines the argument?",['if']
The analysis provided for the situation above would be most appropriate in which one of the following situations?,['for']
"Which one of the following, if true, most helps to explain the doctors' recommendation?",['if']
"Which one of the following, if true, most helps to resolve the apparent discrepancy described by the labor representative?",['if']
"If the linguist's statements are accurate, which one of the following is most supported by them?",['if']
Politician P's reasoning is questionable because it involves,['because']
"Which one of the following principles, if established, would most help to justify Saskia's position?",['if']
"Which one of the following, if true, most helps to explain the finding that the increase in the price of cigarettes reduced the number of smokers?",['if']
Gerald' s and Kendra's positions indicate that they disagree over whether accessing someone's wireless Internet service while walking down the street,['and']
"Which of the following, if true, would most strengthen the conclusion drawn by Professor Knight?","['if', 'if then']"
"Which one of the following, if true, provides the best reason in favor of the airports' timing of their planned expansions?",['if']
"Which one of the following, if true, most helps to reconcile the restorers'decision with the goal stated in the passage?",['if']
"If it is also true that no Montague is intemperate, then which one of the following must be true?",['if']
"Which one of the following, if true, most weakens the solicitor's argument?",['if']
"Which one of the following, if assumed, allows the conclusion that Samantha was the killer to be properly inferred?",['if']
"Which one of the following principles, if established, would justify Oscar's judgment?",['if']
"Which one of the following, if true, most helps to explain the difference between the amount of innovation in French painting and the amount of innovation in French sculpture during the nineteenth century?","['if', 'and']"
"Which one of the applicants, as described below, does NOT meet the manager's requirements?",['as']
"If all of the essayist's statements are true, then which one of the following must be true?",['if']
The reasoning above is flawed because it fails to recognize that,['because']
"The biologist's view, if true, provides the most support for which one of the following?","['if', 'for']"
The claim that human history is filled with the longing for eternal youth and immortality figures in the essayist's argument in which one of the following ways?,"['and', 'for']"
"Which one of the following statements, if true, strengthens the argument for the existence of a pink pterodactyl?","['if', 'for', 'if then']"
"Which of the following, if true, most strongly supports the prediction that the legislature's plan will have its intended effect?",['if']
Sharita's and Chad's statements provide the most support for the claim that they agree about which one of the following?,"['and', 'for']"
"The answer to which of the following questions, if true, would be most useful in evaluating the claim about whole grains above?",['if']
Which one of the following most accurately describes the role played in the agricultural economist's argument by the claim that further increases in worldwide grain production will be extremely difficult?,['further']
"Which of the following, if true, could present the most serious disadvantage for Northern Air in replacing their large planes with Skybuses?","['if', 'for']"
Which of the following is the disagreement between Leslie and Molly?,['and']
"Which of the following, if discovered in experiments using artificially moved prey insects, would support one of the two hypotheses and undermine the other?","['if', 'and']"
"Which one of the following statements, if true and added to those above, most supports the conclusion that no ski resort owners are lawyers?","['if', 'and']"
"If the statements above are true, then, on the basis of those statements, which one of the following must also be true?",['if']
Which of the following would be most useful for evaluating the conclusion drawn by the vice principal?,['for']
"Each of the following rejoinders, if true, directly counters the opponents' explanation of the decrease in average family income EXCEPT:",['if']
The reasoning in Thomas' argument is flawed because his argument,['because']
"Which of the following, if true, most seriously weakens the force of the evidence cited?",['if']
"Which one of the following, if true, most helps to account for the pest control experts' recommendation?","['if', 'for']"
"If the ethicist's statements are true, then each of the following could be true EXCEPT:",['if']
The argument above would be strengthened if which one of the following were true?,"['if', 'if then']"
"From the statements above, if true, which one of the following can be properly inferred?",['if']
"Which of the following, if true, most helps to explain why Suncorp has been pursuing the less profitable of the two economic activities mentioned above?",['if']
The dialogue provides the most support for the claim that Durham and Espinoza agree about which one of the following?,"['and', 'for']"
"Which of the following, if true, most strengthens the argument in the advertisement?","['if', 'if then']"
"Which one of the following principles, if valid, provides the most support for the futurist's inference?","['if', 'for']"
"If the statement above is true, which one of the following must also be true?",['if']
Jean's and Tracy's statements most strongly suggest that they disagree over which one of the following propositions?,['and']
"Which of the following, if true, most helps to explain the increase?",['if']
"Which one of the following statements, if true, most calls into question the soundness of the literary critic's advice?",['if']
"Which one of the following, if true, most supports the conclusion drawn from the study mentioned above?",['if']
"Each of the following, if true, would weaken the argument EXCEPT:",['if']
"Which one of the following, if true, would LEAST contribute to an explanation of the exception to the generalization?",['if']
"Which of the following, if true, most helps explain the discrepancy in the relationships described by the economist?",['if']
"Which one of the following, if true, does most to justify this apparently paradoxical belief?",['if']
"Which one of the following, if true, most helps to explain the decline?",['if']
The passage provides the most support for an argument against a government bill proposing,['for']
"Which of the following, if true, provides the strongest grounds for the officials' prediction?","['if', 'for']"
"Which one of the following, if assumed, enables the conclusion of the argument to be properly drawn?",['if']
"Which of the following, if true, provides the strongest justification for the attribution of the increase in soybean prices to the weather phenomenon?","['if', 'for']"
The reasoning in the political scientist's argument is flawed because it,['because']
Each of the following assignments of computer programmers is consistent both with the principle expressed by Vanessa and with the principle expressed by Jo EXCEPT:,['and']
Doris and Zack disagree over whether,['and']
"Which one of the following principles, if valid, most helps to justify Jacqueline's reasoning?",['if']
"If the statements above are true, they most strongly support which one of the following?",['if']
"Which one of the following most accurately describes the role played in the meteorologist's argument by the claim that, in general, as water vapor in larger clouds condenses, heavier downpours are more likely to result?",['as']
Which one of the following principles forms a logical basis for Zimbabwe's objection to a ban?,['for']
"Which one of the following, if true, would do most to strengthen the ecologist's argument?","['if', 'if then']"
"Which of the following, if true, does most to explain the contrast?",['if']
The dialogue provides the most support for the claim that Edgar and Rafaela disagree over whether,"['and', 'for']"
The dialogue most strongly supports the claim that Tania and Monique disagree about whether,['and']
"If the statements above are all true, which one of the following statements must also be true?",['if']
"Which one of the following, if true, provides the strongest defense of Kim's explanation against Lee's criticism?",['if']
"Which of the following, if true, casts the most serious doubt on the likelihood that the marketing strategy recommended above will have the result that is claimed?",['if']
The physics professor's conclusion follows logically if which one of the following is assumed?,['if']
What is the main issue in dispute between the economist and politician?,['and']
"Each of the following, if true, contributes to an explanation of the phenomenon shown by the studies EXCEPT:",['if']
"Which of the following, if true, most seriously weakens the plan's chances for success?","['if', 'for']"
"Which of the following, if true, most weakens the music critic's reasoning?",['if']
"Each of the following, if true, strengthens the argument EXCEPT:","['if', 'if then']"
Those whose view is described above hold inconsistent beliefs if they also believe that,['if']
The mayor's argument is flawed because it,['because']
"Which one of the following, if true, most strengthens the climatologist's argument?","['if', 'if then']"
"Which one of the following principles, if valid, would most help to justify the argument above?",['if']
"Which of the following, if true, could best be used to support the highway official's proposal in the face of the taxpayer's objection?",['if']
"The government's program, if successful, will not be a net burden on the budget. Which of the following, if true, is the best basis for an explanation of how this could be so?","['if', 'for']"
The above argument as a whole seeks to establish that,['as']
"Which one of the following, if true, most calls into question the efficacy of the traditional treatment described above?",['if']
"Which one of the following principles, if accepted, most strongly justifies drawing the conclusion above?",['if']
The two analogies that Larissa offers can most reasonably be interpreted as invoking which one of the following principles to criticize Claude's policy?,['as']
The journalist's conclusion is properly drawn if which one of the following is assumed?,['if']
"Which of the following, if true, most seriously weakens the force of the advertisement's evidence for concluding that Duratex carpet is more durable than the carpet of its competitor?","['if', 'for']"
The point made by the author is that the most common way of setting executives' salaries might not keep those salaries in bounds because,['because']
"If the information above is correct, which one of the following conclusions can properly be drawn on the basis of it?",['if']
"Which one of the following principles, if valid, would most help to justify the reasoning in the editorial?",['if']
The reasoning in the advertisement would be most strengthened if which one of the following were true?,"['if', 'if then']"
"Which one of the following principles, if valid, most helps to justify the position advocated above and yet places the least restriction on the allocation of funds by directors of charitable organizations?","['if', 'and']"
The science teacher's statements provide the most support for which one of the following?,['for']
"On the basis of their statements, it can be inferred that Alissa and Greta disagree on which one of the following?",['and']
The reasoning in the commissioner's argument is flawed because this argument,['because']
"Which of the following, if true, most strongly supports the prediction that the plan will succeed?",['if']
"Which one of the following, if true, most helps to explain the conflict between the economist's presumption and the empirical data?","['if', 'and']"
"Which one of the following, if true, allows the conclusion above to be properly drawn?",['if']
"Which of the following, if true, most helps to explain why the increase resulted in the unintended state of affairs described?",['if']
"Which of the following, if true in Stenland, most strongly supports the claim that raising the minimum wage there will not have the effects that the employers predict?",['if']
"Which one of the following, if true, most helps to explain why very young children find it easier to catch balls that are thrown at a faster speed?",['if']
Mr. Nance's reasoning is flawed because it,['because']
The claim that when something valuable costs no money you get overconsumption and long lines plays which one of the following roles in the mayor's argument?,['and']
"Each of the following statements below, if true, would explain the somewhat surprising finding EXCEPT:",['if']
"Which one of the following, if true, most helps to explain the viewpoint of the historians described above?",['if']
"Which one of the following responses by Claude would, if true, most strongly counter Lorraine's objection?",['if']
"Which of the following, if true, provides most support for the view that Mammoth Industries cannot increase its sales of telephones by adopting the plan outlined above?","['if', 'for']"
"Which one of the following principles, if valid, most helps to justify drawing the conclusion in the argument above?",['if']
Waller's and Chin's statements commit them to disagreeing on whether,['and']
"Which one of the following principles, if valid, most helps to justify the reasoning in the critic's argument?",['if']
"If all the statements above are true, which one of the following must be true?",['if']
"If the information above is accurate, then each of the following statements could be true EXCEPT:",['if']
The dialogue most supports the claim that Tony and Raoul disagree about whether,['and']
"Which one of the following, if true, would counter the claim that the iridium-rich layer described in the passage is evidence for the meteorite collision theory?","['if', 'for']"
The argument's main conclusion follows logically if which one of the following is assumed?,['if']
The reasoning in the advertisement is questionable because the advertisement,['because']
"Which one of the following, if true, most helps to explain the residents' simultaneously holding both of the positions ascribed to them?","['if', 'simultaneously']"
The counselor's reasoning is most vulnerable to criticism because it,['because']
"Which of the following, if true, most strongly supports the bank officials prediction?",['if']
Which one of the following is an assumption that the art historian's argument requires in order for its conclusion to be properly drawn?,['for']
"Which one of the following, if true, most weakens the patron's argument?",['if']
"Which of the following would, if true, contribute most to defeating the training experts' objection to the firms' strategy?",['if']
Clarissa and Myungsook's statements provide the most support for claiming that they disagree about whether,"['and', 'for']"
"Which one of the following, if true, most strengthens the expert's reasoning?","['if', 'if then']"
"Which of the following, if true, most strongly supports the archaeologists' hypothesis?",['if']
Mark and Fatuma disagree over the truth of which one of the following?,['and']
"Which one of the following, if true, most helps to explain the surprising outcome described above?",['if']
